Year,Period,Area,Adjusted,Preliminary,Labor Force,Employment,Unemployment,Unemployment Rate
"2011","May","Kings County","Not Adj","Not Prelim","59,300","50,400","9,000","15.1"
"2011","Jun","Kings County","Not Adj","Not Prelim","59,500","49,900","9,600","16.1"
"2011","Jul","Kings County","Not Adj","Not Prelim","60,500","51,300","9,200","15.2"
"2011","Aug","Kings County","Not Adj","Not Prelim","59,800","51,100","8,700","14.6"
"2011","Sep","Kings County","Not Adj","Not Prelim","59,600","51,300","8,300","13.9"
"2011","Oct","Kings County","Not Adj","Not Prelim","59,000","50,400","8,600","14.6"
"2011","Nov","Kings County","Not Adj","Not Prelim","58,600","49,800","8,800","15.0"
"2011","Dec","Kings County","Not Adj","Not Prelim","58,700","49,500","9,200","15.7"
"2010","Annual","Kings County","Not Adj","Not Prelim","59,400","49,900","9,600","16.1"
"2010","Jan","Kings County","Not Adj","Not Prelim","58,800","48,500","10,300","17.5"
"2010","Feb","Kings County","Not Adj","Not Prelim","59,400","48,700","10,700","18.0"
"2010","Mar","Kings County","Not Adj","Not Prelim","59,300","48,600","10,700","18.1"
"2010","Apr","Kings County","Not Adj","Not Prelim","59,700","50,000","9,700","16.2"
"2010","May","Kings County","Not Adj","Not Prelim","60,200","51,100","9,000","15.0"
"2010","Jun","Kings County","Not Adj","Not Prelim","59,900","50,600","9,400","15.6"
"2010","Jul","Kings County","Not Adj","Not Prelim","60,900","51,700","9,200","15.2"
"2010","Aug","Kings County","Not Adj","Not Prelim","60,100","51,400","8,700","14.5"
"2010","Sep","Kings County","Not Adj","Not Prelim","59,700","51,200","8,500","14.2"
"2010","Oct","Kings County","Not Adj","Not Prelim","58,700","49,600","9,100","15.5"
"2010","Nov","Kings County","Not Adj","Not Prelim","58,500","48,700","9,800","16.7"
"2010","Dec","Kings County","Not Adj","Not Prelim","58,100","48,200","9,900","17.0"
"2009","Annual","Kings County","Not Adj","Not Prelim","60,500","51,900","8,600","14.2"
"2009","Jan","Kings County","Not Adj","Not Prelim","59,700","51,000","8,800","14.7"
"2009","Feb","Kings County","Not Adj","Not Prelim","60,100","50,900","9,200","15.3"
"2009","Mar","Kings County","Not Adj","Not Prelim","59,900","50,800","9,200","15.3"
"2009","Apr","Kings County","Not Adj","Not Prelim","60,100","51,700","8,300","13.9"
"2009","May","Kings County","Not Adj","Not Prelim","61,100","53,200","7,900","13.0"
"2009","Jun","Kings County","Not Adj","Not Prelim","60,900","52,200","8,700","14.3"
"2009","Jul","Kings County","Not Adj","Not Prelim","61,800","53,600","8,200","13.3"
"2009","Aug","Kings County","Not Adj","Not Prelim","61,500","53,600","7,900","12.8"
"2009","Sep","Kings County","Not Adj","Not Prelim","60,800","53,100","7,800","12.8"
"2009","Oct","Kings County","Not Adj","Not Prelim","59,900","51,300","8,600","14.4"
"2009","Nov","Kings County","Not Adj","Not Prelim","60,200","51,000","9,100","15.2"
"2009","Dec","Kings County","Not Adj","Not Prelim","59,800","50,100","9,600","16.1"
"2017","Annual","Lake County","Not Adj","Not Prelim","29,370","27,680","1,690","5.8"
"2017","Jan","Lake County","Not Adj","Not Prelim","29,370","27,230","2,140","7.3"
"2017","Feb","Lake County","Not Adj","Not Prelim","29,500","27,480","2,020","6.9"
"2017","Mar","Lake County","Not Adj","Not Prelim","29,790","27,920","1,870","6.3"
"2017","Apr","Lake County","Not Adj","Not Prelim","29,360","27,690","1,670","5.7"
"2017","May","Lake County","Not Adj","Not Prelim","29,410","27,880","1,530","5.2"
"2017","Jun","Lake County","Not Adj","Not Prelim","29,400","27,770","1,630","5.5"
"2017","Jul","Lake County","Not Adj","Not Prelim","29,310","27,620","1,690","5.8"
"2017","Aug","Lake County","Not Adj","Not Prelim","30,010","28,390","1,620","5.4"
"2017","Sep","Lake County","Not Adj","Not Prelim","29,700","28,250","1,450","4.9"
"2017","Oct","Lake County","Not Adj","Not Prelim","29,220","27,720","1,500","5.1"
"2017","Nov","Lake County","Not Adj","Not Prelim","28,640","27,080","1,560","5.4"
"2017","Dec","Lake County","Not Adj","Not Prelim","28,720","27,080","1,640","5.7"
"2016","Annual","Lake County","Not Adj","Not Prelim","29,090","27,130","1,950","6.7"
"2016","Jan","Lake County","Not Adj","Not Prelim","28,690","26,410","2,280","7.9"
"2016","Feb","Lake County","Not Adj","Not Prelim","29,100","26,910","2,190","7.5"
"2016","Mar","Lake County","Not Adj","Not Prelim","29,170","27,000","2,170","7.5"
"2016","Apr","Lake County","Not Adj","Not Prelim","28,950","27,020","1,930","6.7"
"2016","May","Lake County","Not Adj","Not Prelim","29,240","27,500","1,730","5.9"
"2016","Jun","Lake County","Not Adj","Not Prelim","29,190","27,310","1,880","6.4"
"2016","Jul","Lake County","Not Adj","Not Prelim","28,710","26,830","1,880","6.5"
"2016","Aug","Lake County","Not Adj","Not Prelim","29,630","27,780","1,850","6.2"
"2016","Sep","Lake County","Not Adj","Not Prelim","29,430","27,650","1,780","6.0"
"2016","Oct","Lake County","Not Adj","Not Prelim","29,250","27,410","1,840","6.3"
"2016","Nov","Lake County","Not Adj","Not Prelim","28,890","26,970","1,920","6.7"
"2016","Dec","Lake County","Not Adj","Not Prelim","28,810","26,810","2,000","6.9"
"2015","Annual","Lake County","Not Adj","Not Prelim","29,030","26,820","2,200","7.6"
"2015","Jan","Lake County","Not Adj","Not Prelim","28,890","26,200","2,690","9.3"
"2015","Feb","Lake County","Not Adj","Not Prelim","29,160","26,620","2,530","8.7"
"2015","Mar","Lake County","Not Adj","Not Prelim","29,150","26,720","2,420","8.3"
"2015","Apr","Lake County","Not Adj","Not Prelim","29,210","27,050","2,160","7.4"
"2015","May","Lake County","Not Adj","Not Prelim","29,670","27,560","2,110","7.1"
"2015","Jun","Lake County","Not Adj","Not Prelim","29,300","27,160","2,140","7.3"
"2015","Jul","Lake County","Not Adj","Not Prelim","28,720","26,570","2,150","7.5"
"2015","Aug","Lake County","Not Adj","Not Prelim","29,700","27,700","2,000","6.7"
"2015","Sep","Lake County","Not Adj","Not Prelim","28,900","27,010","1,890","6.5"
"2015","Oct","Lake County","Not Adj","Not Prelim","28,510","26,450","2,060","7.2"
"2015","Nov","Lake County","Not Adj","Not Prelim","28,570","26,440","2,130","7.5"
"2015","Dec","Lake County","Not Adj","Not Prelim","28,570","26,410","2,150","7.5"
"2014","Annual","Lake County","Not Adj","Not Prelim","29,280","26,670","2,620","8.9"
"2014","Jan","Lake County","Not Adj","Not Prelim","29,150","26,070","3,080","10.6"
"2014","Feb","Lake County","Not Adj","Not Prelim","29,390","26,390","3,000","10.2"
"2014","Mar","Lake County","Not Adj","Not Prelim","29,530","26,530","3,000","10.2"
"2014","Apr","Lake County","Not Adj","Not Prelim","29,230","26,600","2,630","9.0"
"2014","May","Lake County","Not Adj","Not Prelim","29,560","27,080","2,480","8.4"
"2014","Jun","Lake County","Not Adj","Not Prelim","29,450","26,940","2,510","8.5"
"2014","Jul","Lake County","Not Adj","Not Prelim","29,250","26,650","2,600","8.9"
"2014","Aug","Lake County","Not Adj","Not Prelim","30,040","27,560","2,480","8.3"
"2014","Sep","Lake County","Not Adj","Not Prelim","29,400","27,060","2,340","7.9"
"2014","Oct","Lake County","Not Adj","Not Prelim","29,120","26,800","2,320","8.0"
"2014","Nov","Lake County","Not Adj","Not Prelim","28,690","26,210","2,490","8.7"
"2014","Dec","Lake County","Not Adj","Not Prelim","28,590","26,100","2,500","8.7"
"2013","Annual","Lake County","Not Adj","Not Prelim","29,260","26,070","3,190","10.9"
"2013","Jan","Lake County","Not Adj","Not Prelim","29,260","25,400","3,860","13.2"
"2013","Feb","Lake County","Not Adj","Not Prelim","29,080","25,490","3,590","12.4"
"2013","Mar","Lake County","Not Adj","Not Prelim","28,900","25,470","3,430","11.9"
"2013","Apr","Lake County","Not Adj","Not Prelim","28,770","25,570","3,190","11.1"
"2013","May","Lake County","Not Adj","Not Prelim","29,490","26,440","3,040","10.3"
"2013","Jun","Lake County","Not Adj","Not Prelim","29,350","26,130","3,220","11.0"
"2013","Jul","Lake County","Not Adj","Not Prelim","29,730","26,560","3,170","10.7"
"2013","Aug","Lake County","Not Adj","Not Prelim","30,030","27,030","3,010","10.0"
"2013","Sep","Lake County","Not Adj","Not Prelim","29,440","26,550","2,900","9.8"
"2013","Oct","Lake County","Not Adj","Not Prelim","29,190","26,260","2,920","10.0"
"2013","Nov","Lake County","Not Adj","Not Prelim","29,010","26,030","2,980","10.3"
"2013","Dec","Lake County","Not Adj","Not Prelim","28,870","25,900","2,980","10.3"
"2012","Annual","Lake County","Not Adj","Not Prelim","29,510","25,740","3,770","12.8"
"2012","Jan","Lake County","Not Adj","Not Prelim","29,410","25,120","4,290","14.6"
"2012","Feb","Lake County","Not Adj","Not Prelim","29,360","25,150","4,210","14.3"
"2012","Mar","Lake County","Not Adj","Not Prelim","29,390","25,220","4,180","14.2"
"2012","Apr","Lake County","Not Adj","Not Prelim","29,240","25,330","3,910","13.4"
"2012","May","Lake County","Not Adj","Not Prelim","29,790","26,080","3,710","12.5"
"2012","Jun","Lake County","Not Adj","Not Prelim","30,380","26,630","3,750","12.3"
"2012","Jul","Lake County","Not Adj","Not Prelim","29,630","25,870","3,760","12.7"
"2012","Aug","Lake County","Not Adj","Not Prelim","30,090","26,520","3,570","11.9"
"2012","Sep","Lake County","Not Adj","Not Prelim","29,810","26,480","3,340","11.2"
"2012","Oct","Lake County","Not Adj","Not Prelim","29,250","25,840","3,420","11.7"
"2012","Nov","Lake County","Not Adj","Not Prelim","28,880","25,410","3,470","12.0"
"2012","Dec","Lake County","Not Adj","Not Prelim","28,880","25,230","3,660","12.7"
"2011","Annual","Lake County","Not Adj","Not Prelim","29,610","25,310","4,300","14.5"
"2011","Jan","Lake County","Not Adj","Not Prelim","29,690","24,850","4,840","16.3"
"2011","Feb","Lake County","Not Adj","Not Prelim","29,690","24,980","4,710","15.9"
"2011","Mar","Lake County","Not Adj","Not Prelim","29,590","24,900","4,690","15.9"
"2011","Apr","Lake County","Not Adj","Not Prelim","29,420","25,070","4,350","14.8"
"2011","May","Lake County","Not Adj","Not Prelim","29,740","25,600","4,140","13.9"
"2011","Jun","Lake County","Not Adj","Not Prelim","30,120","25,760","4,360","14.5"
"2011","Jul","Lake County","Not Adj","Not Prelim","29,380","25,110","4,270","14.5"
"2011","Aug","Lake County","Not Adj","Not Prelim","30,150","26,010","4,140","13.7"
"2011","Sep","Lake County","Not Adj","Not Prelim","29,950","25,990","3,960","13.2"
"2011","Oct","Lake County","Not Adj","Not Prelim","29,510","25,550","3,960","13.4"
"2011","Nov","Lake County","Not Adj","Not Prelim","29,070","25,010","4,060","14.0"
"2011","Dec","Lake County","Not Adj","Not Prelim","29,020","24,890","4,140","14.3"
"2010","Annual","Lake County","Not Adj","Not Prelim","29,850","25,340","4,500","15.1"
"2010","Jan","Lake County","Not Adj","Not Prelim","29,460","24,710","4,750","16.1"
"2010","Feb","Lake County","Not Adj","Not Prelim","29,650","24,890","4,770","16.1"
"2010","Mar","Lake County","Not Adj","Not Prelim","29,820","25,080","4,740","15.9"
"2010","Apr","Lake County","Not Adj","Not Prelim","29,670","25,120","4,540","15.3"
"2010","May","Lake County","Not Adj","Not Prelim","30,070","25,770","4,300","14.3"
"2010","Jun","Lake County","Not Adj","Not Prelim","30,740","26,410","4,330","14.1"
"2010","Jul","Lake County","Not Adj","Not Prelim","29,970","25,570","4,400","14.7"
"2010","Aug","Lake County","Not Adj","Not Prelim","30,150","25,790","4,360","14.5"
"2010","Sep","Lake County","Not Adj","Not Prelim","29,860","25,620","4,240","14.2"
"2010","Oct","Lake County","Not Adj","Not Prelim","29,760","25,470","4,290","14.4"
"2010","Nov","Lake County","Not Adj","Not Prelim","29,720","25,080","4,650","15.6"
"2010","Dec","Lake County","Not Adj","Not Prelim","29,290","24,620","4,670","15.9"
"2009","Annual","Lake County","Not Adj","Not Prelim","25,370","21,570","3,810","15.0"
"2009","Jan","Lake County","Not Adj","Not Prelim","24,760","21,040","3,720","15.0"
"2009","Feb","Lake County","Not Adj","Not Prelim","25,020","21,270","3,750","15.0"
"2009","Mar","Lake County","Not Adj","Not Prelim","25,020","21,170","3,860","15.4"
"2009","Apr","Lake County","Not Adj","Not Prelim","24,870","21,200","3,670","14.7"
"2009","May","Lake County","Not Adj","Not Prelim","25,190","21,630","3,560","14.1"
"2009","Jun","Lake County","Not Adj","Not Prelim","26,090","22,360","3,730","14.3"
"2009","Jul","Lake County","Not Adj","Not Prelim","25,930","22,210","3,730","14.4"
"2009","Aug","Lake County","Not Adj","Not Prelim","26,310","22,660","3,650","13.9"
"2009","Sep","Lake County","Not Adj","Not Prelim","25,980","22,390","3,590","13.8"
"2009","Oct","Lake County","Not Adj","Not Prelim","25,460","21,570","3,890","15.3"
"2009","Nov","Lake County","Not Adj","Not Prelim","24,950","20,760","4,190","16.8"
"2009","Dec","Lake County","Not Adj","Not Prelim","24,880","20,530","4,350","17.5"
"2017","Annual","Lassen County","Not Adj","Not Prelim","10,050","9,500","550","5.5"
"2017","Jan","Lassen County","Not Adj","Not Prelim","9,890","9,180","720","7.2"
"2017","Feb","Lassen County","Not Adj","Not Prelim","9,840","9,110","730","7.4"
"2017","Mar","Lassen County","Not Adj","Not Prelim","9,830","9,140","690","7.0"
"2017","Apr","Lassen County","Not Adj","Not Prelim","9,950","9,340","610","6.1"
"2017","May","Lassen County","Not Adj","Not Prelim","10,000","9,490","500","5.0"
"2017","Jun","Lassen County","Not Adj","Not Prelim","9,960","9,430","520","5.3"
"2017","Jul","Lassen County","Not Adj","Not Prelim","9,970","9,450","530","5.3"
"2017","Aug","Lassen County","Not Adj","Not Prelim","9,930","9,430","510","5.1"
"2017","Sep","Lassen County","Not Adj","Not Prelim","10,130","9,680","450","4.4"
"2017","Oct","Lassen County","Not Adj","Not Prelim","10,860","10,430","430","4.0"
"2017","Nov","Lassen County","Not Adj","Not Prelim","10,500","10,040","460","4.4"
"2017","Dec","Lassen County","Not Adj","Not Prelim","9,730","9,240","490","5.0"
"2016","Annual","Lassen County","Not Adj","Not Prelim","10,370","9,650","720","6.9"
"2016","Jan","Lassen County","Not Adj","Not Prelim","10,710","9,790","920","8.6"
"2016","Feb","Lassen County","Not Adj","Not Prelim","10,270","9,370","910","8.8"
"2016","Mar","Lassen County","Not Adj","Not Prelim","10,340","9,450","890","8.6"
"2016","Apr","Lassen County","Not Adj","Not Prelim","10,320","9,590","730","7.1"
"2016","May","Lassen County","Not Adj","Not Prelim","10,340","9,710","640","6.1"
"2016","Jun","Lassen County","Not Adj","Not Prelim","10,400","9,730","670","6.4"
"2016","Jul","Lassen County","Not Adj","Not Prelim","10,170","9,500","670","6.6"
"2016","Aug","Lassen County","Not Adj","Not Prelim","10,150","9,520","630","6.2"
"2016","Sep","Lassen County","Not Adj","Not Prelim","10,730","10,120","600","5.6"
"2016","Oct","Lassen County","Not Adj","Not Prelim","11,100","10,490","600","5.4"
"2016","Nov","Lassen County","Not Adj","Not Prelim","10,020","9,370","650","6.5"
"2016","Dec","Lassen County","Not Adj","Not Prelim","9,900","9,160","730","7.4"
"2015","Annual","Lassen County","Not Adj","Not Prelim","10,770","9,990","780","7.2"
"2015","Jan","Lassen County","Not Adj","Not Prelim","11,120","10,090","1,030","9.3"
"2015","Feb","Lassen County","Not Adj","Not Prelim","11,010","10,020","990","9.0"
"2015","Mar","Lassen County","Not Adj","Not Prelim","10,590","9,690","910","8.6"
"2015","Apr","Lassen County","Not Adj","Not Prelim","10,590","9,790","800","7.5"
"2015","May","Lassen County","Not Adj","Not Prelim","10,810","10,070","740","6.9"
"2015","Jun","Lassen County","Not Adj","Not Prelim","10,790","10,070","730","6.7"
"2015","Jul","Lassen County","Not Adj","Not Prelim","10,570","9,840","730","6.9"
"2015","Aug","Lassen County","Not Adj","Not Prelim","10,530","9,850","680","6.4"
"2015","Sep","Lassen County","Not Adj","Not Prelim","10,660","10,040","610","5.8"
"2015","Oct","Lassen County","Not Adj","Not Prelim","11,370","10,740","630","5.5"
"2015","Nov","Lassen County","Not Adj","Not Prelim","10,940","10,230","710","6.5"
"2015","Dec","Lassen County","Not Adj","Not Prelim","10,230","9,460","770","7.6"
"2014","Annual","Lassen County","Not Adj","Not Prelim","10,820","9,830","980","9.1"
"2014","Jan","Lassen County","Not Adj","Not Prelim","11,160","9,900","1,260","11.3"
"2014","Feb","Lassen County","Not Adj","Not Prelim","10,580","9,280","1,290","12.2"
"2014","Mar","Lassen County","Not Adj","Not Prelim","10,700","9,460","1,250","11.6"
"2014","Apr","Lassen County","Not Adj","Not Prelim","10,680","9,640","1,050","9.8"
"2014","May","Lassen County","Not Adj","Not Prelim","10,710","9,810","900","8.4"
"2014","Jun","Lassen County","Not Adj","Not Prelim","10,610","9,700","920","8.6"
"2014","Jul","Lassen County","Not Adj","Not Prelim","10,630","9,700","930","8.7"
"2014","Aug","Lassen County","Not Adj","Not Prelim","10,580","9,710","870","8.2"
"2014","Sep","Lassen County","Not Adj","Not Prelim","10,740","9,950","790","7.4"
"2014","Oct","Lassen County","Not Adj","Not Prelim","11,650","10,870","780","6.7"
"2014","Nov","Lassen County","Not Adj","Not Prelim","10,830","9,960","870","8.0"
"2014","Dec","Lassen County","Not Adj","Not Prelim","10,930","10,020","910","8.3"
"2013","Annual","Lassen County","Not Adj","Not Prelim","11,010","9,840","1,170","10.6"
"2013","Jan","Lassen County","Not Adj","Not Prelim","11,620","10,120","1,500","12.9"
"2013","Feb","Lassen County","Not Adj","Not Prelim","10,890","9,470","1,420","13.0"
"2013","Mar","Lassen County","Not Adj","Not Prelim","10,850","9,510","1,340","12.4"
"2013","Apr","Lassen County","Not Adj","Not Prelim","10,870","9,680","1,190","11.0"
"2013","May","Lassen County","Not Adj","Not Prelim","10,880","9,820","1,060","9.7"
"2013","Jun","Lassen County","Not Adj","Not Prelim","10,800","9,690","1,110","10.3"
"2013","Jul","Lassen County","Not Adj","Not Prelim","10,890","9,790","1,100","10.1"
"2013","Aug","Lassen County","Not Adj","Not Prelim","10,940","9,900","1,040","9.5"
"2013","Sep","Lassen County","Not Adj","Not Prelim","11,390","10,410","980","8.6"
"2013","Oct","Lassen County","Not Adj","Not Prelim","11,360","10,330","1,040","9.1"
"2013","Nov","Lassen County","Not Adj","Not Prelim","10,840","9,720","1,110","10.3"
"2013","Dec","Lassen County","Not Adj","Not Prelim","10,740","9,610","1,130","10.5"
"2012","Annual","Lassen County","Not Adj","Not Prelim","11,470","10,040","1,430","12.5"
